编号,性别,年龄,参数1,参数2,参数3,入股时间,参数4,股票,参数5,参数6
550494,Male,43,1,35,0,1-2 Year,Yes,36702,868,2737
582174,Female,38,1,40,0,1-2 Year,Yes,14154,868,2720
227701,Male,20,1,35,1,< 1 Year,Yes,11754,1064,527
276843,Male,61,1,53,0,> 2 Years,Yes,15545.5,868,2397
523586,Female,69,1,42,0,1-2 Year,Yes,1315,182,289
576391,Male,18,1,36,1,< 1 Year,No,33506.5,1064,4012
683424,Female,17,1,53,1,< 1 Year,No,22734,1064,2941
548503,Female,16,1,56,1,< 1 Year,No,1315,182,4488
497567,Female,17,1,13,1,< 1 Year,No,1315,1064,4012
566905,Female,43,1,35,0,1-2 Year,Yes,21766,182,2533
250348,Female,17,1,18,1,< 1 Year,No,9481,1064,4420
462262,Male,28,1,9,1,1-2 Year,No,1315,182,3298
205731,Male,16,1,18,1,< 1 Year,No,19194,1064,1802
285990,Female,17,1,53,1,< 1 Year,No,14508.5,1064,3706
275775,Male,34,1,43,0,1-2 Year,Yes,15986,868,3672
399557,Male,49,1,18,0,1-2 Year,Yes,1315,868,3927
456450,Female,16,1,43,0,< 1 Year,Yes,17229.5,1064,1292
409300,Male,41,1,53,0,1-2 Year,Yes,11950,77,2482
275148,Male,17,1,15,1,< 1 Year,No,17660,1064,5049
573435,Male,39,1,15,0,1-2 Year,Yes,15058.5,868,1853
424053,Female,63,1,35,0,1-2 Year,No,18547,91,4556
564945,Male,60,1,35,0,1-2 Year,Yes,29805.5,203,1003
611429,Male,35,1,35,0,1-2 Year,Yes,15615,868,1173
247554,Male,48,1,34,1,1-2 Year,No,12309.5,868,2448
520900,Male,26,1,36,0,< 1 Year,Yes,17518.5,1099,1649
411146,Female,66,1,46,0,> 2 Years,Yes,23716.5,182,2975
272201,Male,16,1,36,1,< 1 Year,No,11295.5,1064,3366
459511,Female,18,1,48,1,< 1 Year,No,12295,1064,3145
263782,Female,17,1,40,1,< 1 Year,No,16529.5,1064,4471
444388,Female,27,1,55,0,1-2 Year,Yes,1315,868,2465
396590,Female,47,1,35,0,1-2 Year,Yes,24955.5,182,1173
248628,Male,15,1,48,1,< 1 Year,No,9123,1064,3570
335966,Male,58,1,35,1,1-2 Year,Yes,14601.5,854,3791
428162,Male,57,1,52,0,> 2 Years,Yes,14088.5,868,1836
393830,Male,57,1,35,1,1-2 Year,Yes,14004.5,182,3043
611623,Male,27,1,52,0,1-2 Year,Yes,12186,168,4607
460989,Female,17,1,19,1,< 1 Year,No,10575.5,1064,1802
393308,Female,32,1,42,0,1-2 Year,Yes,1315,1099,4811
317784,Male,31,1,15,0,1-2 Year,Yes,19855.5,1078,4182
537115,Female,19,1,51,1,< 1 Year,No,17493.5,1064,4114
637329,Female,31,1,45,0,1-2 Year,Yes,12174,868,527
669664,Male,16,1,9,1,< 1 Year,No,22497.5,1064,1921
535618,Male,18,1,52,0,< 1 Year,No,1315,1064,1173
613748,Male,31,1,42,0,1-2 Year,Yes,17709.5,868,2261
372155,Male,16,1,53,0,< 1 Year,Yes,1315,1064,2125
252191,Male,21,1,53,1,< 1 Year,No,14391.5,1064,2839
395780,Female,25,1,53,1,< 1 Year,No,1315,1064,1955
702289,Female,22,1,15,0,1-2 Year,Yes,18114.5,182,3604
639178,Female,18,1,13,1,< 1 Year,No,12140,1064,2278
420977,Female,42,1,18,0,1-2 Year,Yes,14803.5,182,1683
246804,Male,39,1,35,0,1-2 Year,Yes,16996.5,182,595
580743,Female,58,1,15,0,1-2 Year,Yes,20980.5,868,2465
596773,Female,20,1,37,1,< 1 Year,No,13273,1064,2295
431220,Female,19,1,28,1,< 1 Year,No,13789.5,1064,765
344966,Female,16,1,33,0,< 1 Year,Yes,1315,1120,612
637467,Male,14,1,22,1,< 1 Year,No,19772.5,1120,4199
502980,Male,23,1,57,1,< 1 Year,No,16861.5,1064,1156
286061,Female,20,1,30,1,< 1 Year,No,14415.5,1064,3723
458008,Female,24,1,35,1,< 1 Year,Yes,15675,1064,1275
665861,Female,21,1,48,1,< 1 Year,No,13572.5,1064,2958
553165,Female,40,1,35,0,1-2 Year,Yes,19513.5,868,3094
221931,Female,35,1,35,1,1-2 Year,No,1315,1064,2312
289603,Female,15,1,15,0,< 1 Year,No,21946.5,1064,2125
454844,Male,23,1,9,0,< 1 Year,Yes,1315,182,3757
263382,Male,19,1,43,1,< 1 Year,No,24662.5,1064,3706
272957,Female,19,1,48,0,< 1 Year,Yes,14180.5,1064,306
497707,Male,20,1,43,1,< 1 Year,No,19076.5,1057,748
381553,Female,41,1,35,0,> 2 Years,Yes,24470,868,1309
276383,Female,54,1,15,0,> 2 Years,Yes,21451.5,182,255
434265,Female,33,1,35,1,1-2 Year,No,30588.5,91,816
541500,Male,22,1,40,0,< 1 Year,Yes,1315,1092,4556
438998,Female,55,1,35,0,> 2 Years,Yes,17282,868,3859
390823,Female,39,1,35,1,1-2 Year,No,18992.5,182,1734
391407,Female,16,1,22,1,< 1 Year,No,1315,1064,2669
590250,Male,24,1,35,1,< 1 Year,No,22339,1064,3077
653894,Male,27,1,28,0,1-2 Year,Yes,11672,182,765
445221,Male,24,1,36,1,< 1 Year,No,13168.5,1064,4743
389884,Male,15,1,31,1,< 1 Year,No,17717,1064,306
579005,Female,14,1,26,0,< 1 Year,No,1315,1120,1309
626765,Female,28,1,54,0,1-2 Year,Yes,16951,1078,4879
631124,Female,34,1,35,0,1-2 Year,Yes,13560.5,175,2312
298976,Female,29,1,35,1,1-2 Year,Yes,1315,1092,2125
275954,Male,57,1,35,1,1-2 Year,Yes,24953.5,182,748
550707,Female,63,1,35,1,1-2 Year,No,13267,868,2312
512423,Male,53,1,48,0,1-2 Year,Yes,16510,1078,1377
573421,Female,51,1,44,0,1-2 Year,Yes,25649,868,5066
418539,Female,60,1,22,1,1-2 Year,No,1315,868,1513
432123,Female,46,1,48,1,1-2 Year,No,14392.5,182,1598
426964,Female,35,1,9,0,1-2 Year,Yes,14944,868,901
438393,Male,27,1,15,0,1-2 Year,Yes,1315,1064,3502
567446,Male,37,1,35,0,1-2 Year,Yes,28294.5,868,1734
381950,Female,16,1,43,1,< 1 Year,No,21023,1064,2380
459210,Female,20,1,37,1,< 1 Year,No,12035,1064,4080
698177,Female,24,1,30,0,1-2 Year,Yes,12463.5,868,2482
574076,Male,19,1,15,1,< 1 Year,No,24108.5,1064,2686
507874,Male,37,1,53,0,1-2 Year,Yes,15272.5,182,3791
417764,Female,20,1,35,1,< 1 Year,No,16356.5,1064,578
389121,Female,31,1,16,0,1-2 Year,Yes,15084.5,154,3332
377944,Male,72,1,35,0,1-2 Year,Yes,43932,868,1700
424746,Male,52,1,35,1,1-2 Year,No,21649.5,1064,4760
558810,Male,33,1,35,0,1-2 Year,Yes,15877,868,2584
552018,Male,21,1,26,1,< 1 Year,No,17165,1064,5015
231478,Female,49,1,35,1,1-2 Year,No,31905.5,182,918
458488,Female,18,1,43,1,< 1 Year,No,18576.5,1064,2431
431618,Male,17,1,44,1,< 1 Year,Yes,15265,1064,2125
431232,Female,26,1,31,0,< 1 Year,Yes,14863,1064,3094
276782,Male,33,1,25,0,1-2 Year,Yes,18444.5,1078,3893
219718,Female,48,1,35,1,1-2 Year,No,16119.5,854,3570
510839,Male,47,1,15,1,1-2 Year,No,27072,182,3740
439692,Female,35,1,35,1,1-2 Year,No,22889,868,1598
648746,Female,15,1,36,1,< 1 Year,No,14925.5,1064,629
553999,Female,18,1,22,1,< 1 Year,No,13821,1064,3893
604178,Male,26,1,37,0,1-2 Year,Yes,13417,980,5049
429030,Male,25,1,57,1,< 1 Year,No,25717.5,1064,850
359049,Male,23,1,35,0,< 1 Year,Yes,16102,868,4556
524935,Male,53,1,40,1,1-2 Year,No,18004,868,527
500505,Male,34,1,35,1,1-2 Year,No,17452.5,868,3145
220260,Male,40,1,15,0,1-2 Year,Yes,32277.5,868,3451
222895,Female,37,1,35,0,1-2 Year,Yes,14619,854,2941
467312,Male,32,1,35,0,1-2 Year,Yes,16151.5,868,2703
383262,Male,14,1,33,1,< 1 Year,No,17447.5,1120,3400
408357,Male,13,1,17,0,< 1 Year,Yes,15019.5,1141,4471
533905,Female,16,1,37,1,< 1 Year,No,13612,1064,2295
282715,Male,39,1,29,0,1-2 Year,Yes,17793.5,868,3128
601440,Female,17,1,9,1,< 1 Year,No,11747.5,1064,2856
508567,Female,32,1,35,1,1-2 Year,Yes,1315,1092,3417
417512,Female,72,1,35,0,1-2 Year,Yes,30257,168,884
358454,Male,64,1,36,0,> 2 Years,Yes,17396,182,1088
387811,Male,20,1,30,0,1-2 Year,Yes,1315,1092,3162
706150,Male,22,1,17,1,< 1 Year,No,14371.5,1064,4012
643287,Male,36,1,42,1,1-2 Year,No,20138.5,868,4607
414707,Male,18,1,15,1,< 1 Year,No,20214.5,1064,2499
377127,Male,62,1,55,1,1-2 Year,No,1315,105,2142
673389,Female,14,1,53,1,< 1 Year,No,14708.5,1064,5066
685379,Male,48,1,35,0,1-2 Year,Yes,19056,182,1683
251223,Female,21,1,53,1,< 1 Year,No,1315,1064,816
640915,Female,18,1,28,1,< 1 Year,No,14097,1064,3468
355321,Male,42,1,27,0,> 2 Years,Yes,1315,182,578
631285,Male,43,1,45,1,1-2 Year,No,15994.5,217,2958
276470,Male,36,1,35,0,1-2 Year,Yes,15526,1085,4692
344413,Female,31,1,43,0,1-2 Year,Yes,18457.5,1064,1768
405700,Male,44,1,35,1,1-2 Year,Yes,16482,182,2499
299881,Male,36,1,35,0,1-2 Year,Yes,18013,182,3944
230319,Male,33,1,55,1,1-2 Year,No,1315,1099,629
677713,Female,39,1,15,0,1-2 Year,Yes,22433,182,2278
553464,Male,21,1,15,1,< 1 Year,No,21266.5,1064,544
496612,Female,40,1,42,0,1-2 Year,No,13787,1078,2057
312793,Female,16,1,43,1,< 1 Year,No,13506,1064,1190
352698,Female,57,1,27,0,1-2 Year,Yes,1315,182,2159
677007,Female,44,1,18,1,1-2 Year,No,23262.5,868,2482
432211,Male,31,1,35,1,1-2 Year,No,12497.5,868,612
388845,Female,55,1,22,1,1-2 Year,No,23614.5,98,3502
549830,Female,15,1,37,1,< 1 Year,No,13013.5,1064,697
291267,Male,52,1,42,1,1-2 Year,No,26438,182,4199
678474,Male,41,1,35,1,1-2 Year,No,12272.5,182,2584
284576,Female,16,1,22,0,< 1 Year,No,15701,1120,2924
522835,Female,22,1,53,1,1-2 Year,No,11377,77,4692
519912,Male,13,1,9,0,< 1 Year,Yes,17652,1120,3808
552488,Male,28,1,20,0,1-2 Year,Yes,14605.5,868,3145
654600,Female,31,1,54,1,1-2 Year,No,11541,1064,1819
365495,Male,31,1,35,1,1-2 Year,No,21952.5,182,442
379303,Male,64,1,54,0,1-2 Year,Yes,23627,182,2856
258093,Female,36,1,35,0,1-2 Year,Yes,21234.5,182,204
405224,Male,14,1,15,1,< 1 Year,No,17867,1120,3434
232441,Female,45,1,35,1,1-2 Year,No,23356,854,510
217215,Male,45,1,35,0,1-2 Year,Yes,28455,182,527
695013,Male,40,1,35,0,1-2 Year,Yes,16277,868,1139
400227,Male,29,1,15,0,1-2 Year,Yes,1315,1092,272
414982,Female,13,1,9,0,< 1 Year,Yes,17900,1120,816
376844,Male,45,1,44,1,1-2 Year,No,21853,182,476
604163,Female,20,1,48,1,< 1 Year,No,17993.5,1064,646
393843,Female,16,1,36,1,< 1 Year,No,13005.5,1064,2295
293371,Female,15,1,47,0,< 1 Year,Yes,16408,1064,408
265976,Male,20,1,26,0,< 1 Year,Yes,19355,868,5049
401657,Male,46,1,35,0,1-2 Year,Yes,16637.5,854,3876
386779,Male,45,1,35,0,1-2 Year,Yes,15683,182,4284
318761,Male,46,1,40,0,1-2 Year,Yes,15302,182,4998
497532,Female,14,1,22,1,< 1 Year,No,15662.5,1120,3978
294476,Female,14,1,22,1,< 1 Year,No,18043,1064,3893
293395,Female,16,1,37,1,< 1 Year,No,14468.5,1064,986
619273,Female,48,1,35,1,1-2 Year,No,23903.5,182,2584
354516,Female,55,1,35,0,> 2 Years,Yes,23418,182,1088
439649,Female,17,1,10,1,< 1 Year,No,13335,1064,4216
599946,Male,24,1,44,0,1-2 Year,Yes,1315,1099,2261
321989,Female,45,1,23,1,1-2 Year,No,10854.5,182,2618
309399,Female,73,1,39,0,1-2 Year,Yes,23274,182,4607
360159,Female,17,1,43,1,< 1 Year,No,15549,1064,3247
376377,Female,22,1,39,0,< 1 Year,No,15321,1064,2516
704003,Male,29,1,48,0,1-2 Year,Yes,1315,1092,4658
609195,Female,26,1,28,1,< 1 Year,No,1315,1064,2074
421345,Female,28,1,35,0,1-2 Year,Yes,25981,168,2992
638358,Female,42,1,35,0,1-2 Year,Yes,22860,182,3638
507724,Male,23,1,37,1,< 1 Year,No,1315,1092,1785
341674,Female,13,1,31,0,< 1 Year,Yes,1315,1120,3485
252282,Female,33,1,35,0,1-2 Year,No,10502,868,850
622582,Female,41,1,35,1,1-2 Year,No,21296,868,4675
423748,Female,17,1,54,1,< 1 Year,No,12090,1064,969
277646,Male,15,1,44,1,< 1 Year,No,1315,1064,2227
343712,Female,39,1,35,0,1-2 Year,Yes,21887,385,1785
487203,Female,69,1,33,0,1-2 Year,Yes,16680.5,70,4760
204494,Male,23,1,35,0,1-2 Year,Yes,30295.5,868,2380
532785,Male,29,1,17,0,1-2 Year,Yes,1315,1092,1207
360975,Male,29,1,55,0,1-2 Year,Yes,1315,1092,1802
707938,Male,38,1,36,0,1-2 Year,Yes,44859,868,2737
291186,Female,49,1,35,0,1-2 Year,Yes,27346,182,3927
281276,Female,18,1,14,1,< 1 Year,No,20751,1064,2431
277802,Female,13,1,50,1,< 1 Year,No,1315,1120,2720
374149,Female,23,1,31,1,< 1 Year,No,11608,1064,3128
651532,Female,67,1,48,1,1-2 Year,Yes,1315,182,3825
363942,Female,61,1,15,0,1-2 Year,Yes,19172.5,1120,3536
518317,Female,43,1,35,0,1-2 Year,Yes,19203,182,4114
287257,Male,26,1,42,1,< 1 Year,No,15198,1064,2006
385929,Female,15,1,35,1,< 1 Year,No,24737,1064,2652
301943,Male,16,1,52,1,< 1 Year,No,13739.5,1064,697
519584,Female,55,1,54,1,1-2 Year,No,16185,112,4743
511634,Female,38,1,15,1,1-2 Year,No,16760.5,182,3502
380163,Male,57,1,35,1,1-2 Year,Yes,1315,175,306
457502,Male,26,1,43,1,< 1 Year,No,14002,1064,2958
340231,Female,51,1,25,0,1-2 Year,Yes,17028,182,1904
555730,Female,63,1,35,0,1-2 Year,Yes,20321,182,3825
344342,Male,40,1,55,0,1-2 Year,Yes,1315,105,3213
607188,Male,16,1,10,1,< 1 Year,No,23667,1064,4794
527011,Male,37,1,35,1,1-2 Year,No,19152.5,182,4879
541877,Female,17,1,32,1,< 1 Year,No,12968.5,1064,3791
556351,Female,19,1,28,1,< 1 Year,No,14890.5,1064,4794
277264,Female,30,1,35,0,1-2 Year,Yes,19209,182,2499
524752,Female,33,1,35,0,1-2 Year,Yes,1315,182,1564
344538,Female,38,1,35,0,> 2 Years,Yes,20234,182,3468
211844,Male,15,1,53,1,< 1 Year,No,27163,1064,1071
371567,Female,66,1,35,0,1-2 Year,Yes,24852.5,854,1258
322081,Female,16,1,22,0,< 1 Year,Yes,20614,1064,4233
422844,Female,15,1,37,0,< 1 Year,Yes,17770,1064,1700
284543,Male,43,1,35,1,1-2 Year,No,1315,868,2380
452621,Female,31,1,10,0,1-2 Year,Yes,1315,1092,4029
358716,Female,44,1,35,0,> 2 Years,Yes,21259,868,4607
218513,Male,48,1,35,0,> 2 Years,Yes,26206.5,182,272
283119,Male,43,1,35,0,> 2 Years,Yes,28919,182,3553
202662,Female,14,1,10,1,< 1 Year,No,15643,1064,4862
405075,Male,14,1,37,0,< 1 Year,Yes,15442.5,1120,3298
207746,Male,15,1,48,0,< 1 Year,Yes,13142,1064,4862
272476,Female,17,1,25,0,< 1 Year,Yes,14512.5,1064,3757
588968,Male,50,1,25,0,1-2 Year,Yes,13603.5,868,4930
340363,Male,42,1,15,0,1-2 Year,No,17224,868,3621
218178,Female,16,1,20,0,< 1 Year,Yes,14827,1064,4216
686441,Male,16,1,57,1,< 1 Year,No,23081.5,1064,2482
583648,Female,20,1,52,1,< 1 Year,No,12664,1064,2499
295398,Female,21,1,48,1,< 1 Year,No,11009,1064,2074
277067,Male,33,1,35,0,1-2 Year,Yes,17557.5,182,3281
230828,Male,35,1,14,1,1-2 Year,No,1315,182,3672
694355,Male,17,1,15,1,< 1 Year,No,21398,1064,3825
219957,Male,17,1,13,1,< 1 Year,No,17874.5,1064,204
666210,Female,21,1,19,1,< 1 Year,No,17645.5,1064,2227
205873,Female,13,1,34,1,< 1 Year,Yes,1315,1120,3876
510611,Female,48,1,35,1,1-2 Year,No,26292.5,182,289
439790,Female,49,1,15,1,1-2 Year,No,24295,182,459
497297,Female,33,1,35,1,1-2 Year,No,17538.5,385,748
599400,Female,25,1,35,0,1-2 Year,Yes,18984,1099,3791
440087,Female,21,1,26,1,< 1 Year,No,14168,1064,357
332622,Female,18,1,12,0,< 1 Year,Yes,13874,1064,1887
224216,Female,16,1,35,1,< 1 Year,No,1315,1064,4505
424564,Male,34,1,52,0,1-2 Year,Yes,14847,868,1819
519194,Female,17,1,57,1,< 1 Year,No,17499,1064,272
511871,Female,15,1,53,0,< 1 Year,Yes,16080,1064,425
390687,Male,51,1,35,0,1-2 Year,Yes,28348.5,854,1394
495283,Male,44,1,57,0,1-2 Year,Yes,15757,56,3009
495052,Female,41,1,57,1,1-2 Year,Yes,11090,1099,2108
283584,Male,49,1,35,0,1-2 Year,Yes,13651,868,187
302968,Male,22,1,15,1,< 1 Year,No,17016,1064,2822
272929,Female,16,1,52,1,< 1 Year,No,11826.5,1064,5015
558703,Male,54,1,26,1,1-2 Year,No,1315,868,1071
231140,Male,16,1,33,0,< 1 Year,Yes,14501,1064,2142
622945,Male,36,1,35,0,1-2 Year,Yes,17880,868,2890
478139,Female,19,1,22,0,< 1 Year,No,1315,1064,4012
376412,Female,51,1,35,0,1-2 Year,No,17770.5,168,1819
456991,Female,18,1,42,1,< 1 Year,No,17160,1064,1428
313543,Male,20,1,10,0,< 1 Year,Yes,13013,1064,2516
563685,Male,16,1,35,1,< 1 Year,No,19332,1064,748
441708,Male,59,1,54,1,1-2 Year,Yes,21506.5,182,4012
240520,Female,14,1,35,0,< 1 Year,Yes,20725,1120,4386
388962,Female,20,1,22,1,< 1 Year,No,12641.5,182,1785
219635,Female,17,1,53,0,< 1 Year,Yes,13306,1064,3332
330709,Female,15,1,43,0,< 1 Year,Yes,17096,1064,4777
601874,Female,17,1,15,1,< 1 Year,No,16881,1064,357
536254,Female,46,1,40,0,1-2 Year,No,16330,182,969
580936,Male,29,1,35,0,1-2 Year,Yes,19121,868,3893
358026,Male,17,1,44,1,< 1 Year,No,15400,1064,323
649757,Male,18,1,10,0,< 1 Year,Yes,20297.5,868,697
273188,Male,36,1,35,1,1-2 Year,No,14486,182,4284
647755,Male,46,1,48,1,1-2 Year,No,16666.5,182,5032
523129,Female,15,1,21,1,< 1 Year,No,11944,1064,3859
550352,Female,18,1,48,1,< 1 Year,No,14996.5,1064,2584
484101,Male,16,1,40,1,< 1 Year,No,16233.5,1064,3077
375468,Male,32,1,35,0,1-2 Year,Yes,29347.5,364,1751
244835,Male,70,1,35,0,1-2 Year,Yes,12982.5,182,2737
454879,Female,32,1,35,1,1-2 Year,No,16797,182,3383
240881,Female,19,1,35,0,< 1 Year,No,27920.5,1064,1547
453157,Female,57,1,35,0,1-2 Year,No,29285.5,854,4862
497953,Female,31,1,35,0,1-2 Year,Yes,15462.5,182,1462
703192,Female,58,1,15,1,1-2 Year,No,14028.5,868,4794
401010,Male,38,1,46,0,1-2 Year,Yes,18372.5,868,4624
282762,Male,40,1,35,0,1-2 Year,Yes,31541,413,2176
240525,Male,48,1,35,0,> 2 Years,Yes,27261,182,2584
392911,Female,49,1,35,0,> 2 Years,Yes,17704.5,1078,2669
351956,Female,28,1,52,1,1-2 Year,No,1315,1120,697
267505,Male,33,1,35,0,1-2 Year,Yes,24217.5,182,1156
634995,Male,38,1,54,0,1-2 Year,Yes,18889.5,182,1428
316608,Female,13,1,9,1,< 1 Year,No,1315,1120,4981
515434,Male,59,1,40,0,1-2 Year,Yes,13790,868,5015
360116,Male,63,1,48,0,> 2 Years,Yes,18363.5,182,425
299771,Male,43,1,35,0,1-2 Year,No,16261.5,182,1836
383618,Male,41,1,35,0,1-2 Year,Yes,51529.5,182,1292
565624,Female,16,1,32,0,< 1 Year,No,11787,1064,3230
364922,Male,25,1,35,0,1-2 Year,Yes,20573,1078,170
285288,Female,20,1,22,0,< 1 Year,Yes,15774,1120,3944
379638,Female,21,1,57,1,< 1 Year,No,12577.5,1064,1037
645384,Male,15,1,40,1,< 1 Year,No,16551.5,1064,1785
551906,Female,62,1,53,0,1-2 Year,Yes,1315,868,1258
555614,Male,65,1,35,1,1-2 Year,No,32111,182,4981
601608,Female,14,1,53,1,< 1 Year,No,19211.5,1120,680
284008,Male,17,1,10,1,< 1 Year,No,20591,1064,4998
501255,Male,37,1,18,0,1-2 Year,No,9635,182,3825
210853,Male,40,1,15,0,1-2 Year,No,14454,1064,4930
416400,Female,14,1,39,1,< 1 Year,No,18973,1064,1683
620631,Female,20,1,25,1,< 1 Year,No,14476,1064,2125
393369,Female,15,1,36,1,< 1 Year,No,14658.5,1064,2992
467417,Female,41,1,52,0,1-2 Year,Yes,18104.5,1141,2261
491698,Female,15,1,15,1,< 1 Year,No,14986.5,1064,2720
490924,Male,34,1,35,0,> 2 Years,Yes,15474,868,2465
351293,Male,42,1,35,1,1-2 Year,No,1315,868,2380
600826,Female,38,1,40,1,1-2 Year,No,1315,182,680
433509,Male,41,1,35,0,> 2 Years,Yes,25412,868,901
527784,Female,45,1,45,0,1-2 Year,Yes,21084,105,2839
282784,Female,29,1,35,0,1-2 Year,Yes,19770,182,2550
493570,Male,20,1,42,0,1-2 Year,No,1315,1092,2142
644176,Male,64,1,40,1,1-2 Year,No,19376,1064,2975
684822,Female,18,1,25,1,< 1 Year,No,23490,1064,2142
408899,Male,37,1,35,0,1-2 Year,Yes,21110.5,182,4063
624107,Male,17,1,35,1,< 1 Year,No,14265,1120,2125
336414,Female,17,1,36,1,< 1 Year,No,10840,1064,884
214800,Female,22,1,36,1,< 1 Year,No,7668.5,1064,4777
312188,Male,63,1,15,0,1-2 Year,Yes,1315,868,3094
520007,Male,37,1,35,0,1-2 Year,No,16704,868,3009
689645,Female,18,1,35,1,< 1 Year,No,1315,1064,4029
568404,Female,37,1,36,1,1-2 Year,No,21634,868,2329
306668,Female,57,1,35,0,1-2 Year,Yes,29453,182,3026
539104,Female,20,1,21,1,< 1 Year,No,25958,1064,5066
458141,Male,13,1,22,0,< 1 Year,Yes,13104.5,1120,4284
503441,Female,20,1,15,1,< 1 Year,No,21128,1064,3978
406919,Male,46,1,35,0,1-2 Year,Yes,16153,182,289
391228,Male,49,1,48,1,1-2 Year,Yes,17231.5,868,2737
351037,Female,16,1,35,0,1-2 Year,Yes,27888.5,854,3604
616631,Female,19,1,37,1,< 1 Year,No,10883.5,1064,2890
648174,Female,16,1,15,1,< 1 Year,No,15111.5,1064,2499
231919,Male,54,1,57,0,1-2 Year,Yes,24031,182,2397
534537,Female,17,1,52,0,< 1 Year,Yes,15363.5,1064,2397
491765,Female,32,1,35,1,1-2 Year,No,1315,182,3638
559314,Male,39,1,24,0,1-2 Year,No,14206,182,3383
683190,Male,34,1,37,0,1-2 Year,Yes,15200.5,868,2652
549609,Female,53,1,7,0,1-2 Year,Yes,1315,854,1411
347250,Male,32,1,19,1,1-2 Year,No,14451.5,182,1496
343489,Male,22,1,35,1,< 1 Year,No,21197.5,1064,4573
451795,Male,18,1,35,0,1-2 Year,No,13631,1078,459
511490,Male,19,1,43,1,< 1 Year,No,17037.5,1064,3808
696813,Male,15,1,53,1,< 1 Year,No,14163,1064,4063
580126,Male,70,1,35,0,1-2 Year,Yes,34387,182,2244
426768,Male,13,1,22,0,< 1 Year,Yes,17911.5,1120,1530
361712,Male,26,1,35,1,1-2 Year,No,20980.5,182,3400
373383,Male,38,1,35,0,1-2 Year,Yes,24557,182,408
517288,Female,15,1,37,0,< 1 Year,Yes,15211,1064,3621
595331,Female,60,1,35,1,1-2 Year,No,28117,868,1003
580425,Male,36,1,39,1,1-2 Year,No,15184.5,868,3400
298683,Male,38,1,53,0,1-2 Year,Yes,12062,868,4998
421262,Female,38,1,35,0,1-2 Year,Yes,12018.5,182,1700
234787,Male,35,1,35,0,1-2 Year,Yes,26893.5,182,1224
322867,Male,37,1,48,1,1-2 Year,No,16901.5,854,4998
423811,Female,18,1,56,1,< 1 Year,No,13207,1064,1462
305782,Male,32,1,15,0,1-2 Year,Yes,21500.5,217,2023
417358,Female,16,1,19,0,< 1 Year,Yes,19909,868,816
416341,Male,45,1,35,0,1-2 Year,Yes,21909.5,182,1853
354261,Male,14,1,35,1,< 1 Year,Yes,34928,1064,3298
469861,Female,46,1,35,1,1-2 Year,No,14520,182,595
547738,Male,17,1,15,1,< 1 Year,No,12233,1064,1394
309652,Male,19,1,43,0,< 1 Year,No,19468.5,1064,5083
249247,Male,21,1,50,0,< 1 Year,Yes,12332.5,868,3927
490211,Male,23,1,43,0,< 1 Year,No,1315,1120,2482
362531,Male,16,1,52,0,< 1 Year,No,1315,182,3570
690199,Male,29,1,42,0,1-2 Year,Yes,11230.5,868,1003
519406,Male,44,1,35,1,1-2 Year,No,19033,182,4437
557188,Male,49,1,35,0,1-2 Year,Yes,22244,182,1122
548916,Female,62,1,53,0,1-2 Year,Yes,1315,868,2907
538427,Male,27,1,22,0,1-2 Year,Yes,14049,1064,4522
249688,Male,17,1,13,1,< 1 Year,No,13991,1064,1564
638095,Male,24,1,48,1,< 1 Year,No,19622,1064,4760
702674,Female,32,1,48,0,1-2 Year,Yes,1315,868,595
514403,Male,67,1,16,0,1-2 Year,Yes,16557,154,3706
420126,Male,17,1,37,0,< 1 Year,Yes,13918.5,1064,1683
344144,Male,48,1,36,1,1-2 Year,No,1315,182,357
227557,Male,34,1,35,1,1-2 Year,No,1315,868,3553
602675,Male,40,1,18,0,1-2 Year,Yes,14911,182,2176
333450,Male,46,1,35,0,1-2 Year,Yes,18533,868,3757
656413,Male,18,1,18,1,< 1 Year,No,11939,1064,629
581427,Male,19,1,36,0,< 1 Year,Yes,16223,868,1564
285804,Male,15,1,22,1,< 1 Year,No,22268.5,1064,4828
466685,Male,47,1,35,0,1-2 Year,Yes,15856.5,91,4590
578620,Female,16,1,36,1,< 1 Year,No,16567.5,1064,1700
577795,Male,62,1,15,1,1-2 Year,No,19712,49,3944
474508,Female,16,1,20,0,< 1 Year,No,1315,1064,2499
521026,Female,19,1,17,1,< 1 Year,No,15229,1064,4505
524908,Male,63,1,35,1,1-2 Year,No,24506,385,595
272882,Male,30,1,28,0,1-2 Year,Yes,10995.5,217,3672
277159,Male,42,1,53,1,1-2 Year,No,1315,868,765
530029,Male,44,1,35,0,> 2 Years,Yes,20808,868,4658
288609,Female,18,1,34,1,< 1 Year,No,1315,1064,1360
456717,Male,52,0,35,0,1-2 Year,Yes,26759,868,3638
575852,Female,67,1,35,0,1-2 Year,Yes,21520.5,182,2040
361893,Male,35,1,35,0,1-2 Year,Yes,14164,868,2822
324721,Male,57,1,46,1,1-2 Year,No,14350,182,527
383273,Male,58,1,35,0,1-2 Year,Yes,19193,182,3519
268076,Female,14,1,30,0,< 1 Year,Yes,13680.5,1064,2669
287662,Female,13,1,53,1,< 1 Year,No,11049.5,1120,1870
464773,Female,17,1,39,0,< 1 Year,No,18028,1057,4318
265936,Female,16,1,57,1,< 1 Year,No,15977.5,1064,4216
